"Square_id" "Abundance" "Richness" "Shannon" "Abundance.w2" "Abundance.2" "Shannon.w2" "Microplot_id" "Plot_id" "Crop" "Humidity"
"1871" "ULR2-D16-ULR-3-17" 10 2 0.673011667009257 6 4 0 "ULR2-D16-ULR-3" "ULR2-D16" "ULR" 11.4
"1872" "ULR2-D16-ULR-3-19" 11 2 0.655481773901393 4 7 0 "ULR2-D16-ULR-3" "ULR2-D16" "ULR" 9.5
"1873" "ULR2-D16-ULR-3-21" 9 2 0.686961576597323 4 5 0 "ULR2-D16-ULR-3" "ULR2-D16" "ULR" 8.4
"1874" "ULR2-D16-ULR-3-23" 12 3 1.01140426470735 6 6 0.636514168294813 "ULR2-D16-ULR-3" "ULR2-D16" "ULR" 7.2
"1875" "ULR2-D16-ULR-3-25" 23 6 1.32409822402831 6 17 1.32966134885476 "ULR2-D16-ULR-3" "ULR2-D16" "ULR" 9
"1876" "ULR2-D16-ULR-3-3" 2 1 0 0 2 0 "ULR2-D16-ULR-3" "ULR2-D16" "ULR" 6.4
"1877" "ULR2-D16-ULR-3-5" 20 4 0.871133270599332 5 15 0.500402423538188 "ULR2-D16-ULR-3" "ULR2-D16" "ULR" 8.1
"1878" "ULR2-D16-ULR-3-7" 9 3 0.936888307539016 1 8 0 "ULR2-D16-ULR-3" "ULR2-D16" "ULR" 5
"1879" "ULR2-D16-ULR-3-9" 3 1 0 0 3 0 "ULR2-D16-ULR-3" "ULR2-D16" "ULR" 9.3
"1880" "ULR2-D16-ULR-4-1" 7 3 0.955699891112534 1 6 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 7.1
"1881" "ULR2-D16-ULR-4-11" 7 3 1.07899220787758 2 5 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 8.8
"1882" "ULR2-D16-ULR-4-13" 5 2 0.673011667009257 2 3 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 6.5
"1883" "ULR2-D16-ULR-4-15" 4 1 0 0 4 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 11.5
"1884" "ULR2-D16-ULR-4-17" 10 3 0.801818552543337 3 7 0.636514168294813 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 8.9
"1885" "ULR2-D16-ULR-4-19" 9 3 0.936888307539016 3 6 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 10.6
"1886" "ULR2-D16-ULR-4-21" 12 2 0.562335144618808 3 9 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 8.2
"1887" "ULR2-D16-ULR-4-23" 10 3 0.89794572485678 3 7 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 7.1
"1888" "ULR2-D16-ULR-4-25" 5 2 0.673011667009257 0 5 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 6.3
"1889" "ULR2-D16-ULR-4-3" 14 3 0.89820533970415 1 13 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 9.6
"1890" "ULR2-D16-ULR-4-5" 3 2 0.636514168294813 1 2 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 10.1
"1891" "ULR2-D16-ULR-4-7" 9 2 0.348832095843032 1 8 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 7.2
"1892" "ULR2-D16-ULR-4-9" 10 2 0.325082973391448 1 9 0 "ULR2-D16-ULR-4" "ULR2-D16" "ULR" 9.5
"1893" "ULR2-D16-ULR-5-1" 12 4 1.12692879480068 6 6 0.867563228481461 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 7.9
"1894" "ULR2-D16-ULR-5-11" 24 5 0.940145318121477 3 21 1.09861228866811 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 10.8
"1895" "ULR2-D16-ULR-5-13" 47 3 0.439431765602673 6 41 0.450561208866305 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 11.9
"1896" "ULR2-D16-ULR-5-15" 56 8 1.29628875448093 14 42 1.47507631105469 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 13.1
"1897" "ULR2-D16-ULR-5-17" 34 4 1.07101788902446 10 24 0.500402423538188 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 8
"1898" "ULR2-D16-ULR-5-19" 54 2 0.158410570131791 2 52 0 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 11.8
"1899" "ULR2-D16-ULR-5-21" 13 5 1.17865499634165 4 9 1.03972077083992 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 4.7
"1900" "ULR2-D16-ULR-5-23" 64 3 0.219045582176986 1 63 0 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 10.4
"1901" "ULR2-D16-ULR-5-25" 58 3 0.173896550526275 2 56 0.693147180559945 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 5.8
"1902" "ULR2-D16-ULR-5-3" 28 3 0.306829153440971 2 26 0.693147180559945 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 13.4
"1903" "ULR2-D16-ULR-5-5" 45 3 0.699381888961597 8 37 0 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 11.5
"1904" "ULR2-D16-ULR-5-7" 29 3 0.816738336927131 10 19 0.500402423538188 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 12
"1905" "ULR2-D16-ULR-5-9" 45 2 0.299959552451294 0 45 0 "ULR2-D16-ULR-5" "ULR2-D16" "ULR" 15.2
"1906" "ULR2-R16-M-1-1" 48 4 1.01328432955125 32 16 0.376770161256437 "ULR2-R16-M-1" "ULR2-R16" "M" 36
"1907" "ULR2-R16-M-1-10" 28 4 1.18387394781482 12 16 0.286835983056161 "ULR2-R16-M-1" "ULR2-R16" "M" 35
"1908" "ULR2-R16-M-1-11" 23 3 1.02429605163783 8 15 0 "ULR2-R16-M-1" "ULR2-R16" "M" 36
"1909" "ULR2-R16-M-1-12" 32 4 0.958526357423483 7 25 0.410116318288409 "ULR2-R16-M-1" "ULR2-R16" "M" 37
"1910" "ULR2-R16-M-1-13" 56 4 1.03204146394531 10 46 0.325082973391448 "ULR2-R16-M-1" "ULR2-R16" "M" 37
"1911" "ULR2-R16-M-1-14" 21 4 1.00748312485245 6 15 0.450561208866305 "ULR2-R16-M-1" "ULR2-R16" "M" 33
"1912" "ULR2-R16-M-1-15" 26 3 1.03824001856935 7 19 0 "ULR2-R16-M-1" "ULR2-R16" "M" 39
"1913" "ULR2-R16-M-1-16" 24 5 1.25661157796028 8 16 0.735621939758795 "ULR2-R16-M-1" "ULR2-R16" "M" 38
"1914" "ULR2-R16-M-1-17" 27 3 0.956608498101539 5 22 0 "ULR2-R16-M-1" "ULR2-R16" "M" 36
"1915" "ULR2-R16-M-1-18" 26 3 0.858740913006287 8 18 0 "ULR2-R16-M-1" "ULR2-R16" "M" 36
"1916" "ULR2-R16-M-1-19" 22 3 0.896050224140659 5 17 0 "ULR2-R16-M-1" "ULR2-R16" "M" 32
"1917" "ULR2-R16-M-1-2" 29 3 0.929947300614705 16 13 0 "ULR2-R16-M-1" "ULR2-R16" "M" 35
"1918" "ULR2-R16-M-1-20" 15 3 0.950270539233235 3 12 0 "ULR2-R16-M-1" "ULR2-R16" "M" 27
"1919" "ULR2-R16-M-1-21" 47 5 0.847093708924778 8 39 0.974314752869349 "ULR2-R16-M-1" "ULR2-R16" "M" 38
"1920" "ULR2-R16-M-1-22" 23 3 0.559834325921902 3 20 0 "ULR2-R16-M-1" "ULR2-R16" "M" 34
"1921" "ULR2-R16-M-1-23" 57 4 0.584092058154663 4 53 0.562335144618808 "ULR2-R16-M-1" "ULR2-R16" "M" 33
"1922" "ULR2-R16-M-1-24" 51 3 0.677908725644198 3 48 0 "ULR2-R16-M-1" "ULR2-R16" "M" 33
"1923" "ULR2-R16-M-1-25" 59 2 0.247901806070712 0 59 0 "ULR2-R16-M-1" "ULR2-R16" "M" 31
"1924" "ULR2-R16-M-1-3" 33 4 0.889696632119767 3 30 0.636514168294813 "ULR2-R16-M-1" "ULR2-R16" "M" 41
"1925" "ULR2-R16-M-1-4" 26 5 1.2103066582345 8 18 0.735621939758795 "ULR2-R16-M-1" "ULR2-R16" "M" 35
"1926" "ULR2-R16-M-1-5" 9 2 0.348832095843032 1 8 0 "ULR2-R16-M-1" "ULR2-R16" "M" 38
"1927" "ULR2-R16-M-1-6" 23 5 1.27589387825919 10 13 0.801818552543337 "ULR2-R16-M-1" "ULR2-R16" "M" 35
"1928" "ULR2-R16-M-1-7" 32 5 1.27016683740914 23 9 0.691502198054099 "ULR2-R16-M-1" "ULR2-R16" "M" 32
"1929" "ULR2-R16-M-1-8" 24 4 1.08382259883163 4 20 0.562335144618808 "ULR2-R16-M-1" "ULR2-R16" "M" 34
"1930" "ULR2-R16-M-1-9" 24 4 1.01328432955125 8 16 0.376770161256437 "ULR2-R16-M-1" "ULR2-R16" "M" 31
"1931" "ULR2-R16-M-2-1" 85 5 0.741630901968612 12 73 1.0775563270668 "ULR2-R16-M-2" "ULR2-R16" "M" 45
"1932" "ULR2-R16-M-2-10" 74 4 0.887072719942289 9 65 0.348832095843032 "ULR2-R16-M-2" "ULR2-R16" "M" 42
"1933" "ULR2-R16-M-2-11" 47 3 0.766489389236032 27 20 0 "ULR2-R16-M-2" "ULR2-R16" "M" 45
"1934" "ULR2-R16-M-2-12" 43 4 0.863908688527739 13 30 0.830517825287248 "ULR2-R16-M-2" "ULR2-R16" "M" 41
"1935" "ULR2-R16-M-2-13" 57 4 0.74470990777946 7 50 0.410116318288409 "ULR2-R16-M-2" "ULR2-R16" "M" 35
"1936" "ULR2-R16-M-2-14" 78 5 0.732537914384032 6 72 0.867563228481461 "ULR2-R16-M-2" "ULR2-R16" "M" 44
"1937" "ULR2-R16-M-2-15" 37 4 1.21649647548172 11 26 0.585952618303551 "ULR2-R16-M-2" "ULR2-R16" "M" 47
"1938" "ULR2-R16-M-2-16" 38 5 1.22698784612239 31 7 0.918459305337903 "ULR2-R16-M-2" "ULR2-R16" "M" 47
"1939" "ULR2-R16-M-2-17" 37 2 0.689856498589211 20 17 0 "ULR2-R16-M-2" "ULR2-R16" "M" 42
"1940" "ULR2-R16-M-2-18" 58 2 0.632456031180582 19 39 0 "ULR2-R16-M-2" "ULR2-R16" "M" 42
"1941" "ULR2-R16-M-2-19" 51 2 0.223718076065834 3 48 0 "ULR2-R16-M-2" "ULR2-R16" "M" 46
"1942" "ULR2-R16-M-2-2" 86 4 0.283149967756911 3 83 0.636514168294813 "ULR2-R16-M-2" "ULR2-R16" "M" 41
"1943" "ULR2-R16-M-2-20" 64 4 1.04298362898921 17 47 0.691416077617118 "ULR2-R16-M-2" "ULR2-R16" "M" 46
"1944" "ULR2-R16-M-2-21" 37 5 0.977408972702245 11 26 1.2406842919534 "ULR2-R16-M-2" "ULR2-R16" "M" 47
"1945" "ULR2-R16-M-2-22" 55 4 0.950144469362694 17 38 1.07338362033651 "ULR2-R16-M-2" "ULR2-R16" "M" 43
"1946" "ULR2-R16-M-2-23" 32 4 0.892496039113032 6 26 0.636514168294813 "ULR2-R16-M-2" "ULR2-R16" "M" 40
"1947" "ULR2-R16-M-2-24" 62 3 0.320697292931399 5 57 0.500402423538188 "ULR2-R16-M-2" "ULR2-R16" "M" 42
"1948" "ULR2-R16-M-2-25" 74 4 0.491160352290295 7 67 0.598269588585257 "ULR2-R16-M-2" "ULR2-R16" "M" 39
"1949" "ULR2-R16-M-2-3" 58 3 0.379203994539441 1 57 0 "ULR2-R16-M-2" "ULR2-R16" "M" 43
"1950" "ULR2-R16-M-2-4" 53 5 0.814912364445583 7 46 0.955699891112534 "ULR2-R16-M-2" "ULR2-R16" "M" 46
"1951" "ULR2-R16-M-2-5" 30 4 0.434944202258259 2 28 0.693147180559945 "ULR2-R16-M-2" "ULR2-R16" "M" 45
"1952" "ULR2-R16-M-2-6" 48 6 1.38604204457558 14 34 1.15374194270109 "ULR2-R16-M-2" "ULR2-R16" "M" 42
"1953" "ULR2-R16-M-2-7" 59 5 0.464011000846359 5 54 1.05492016798614 "ULR2-R16-M-2" "ULR2-R16" "M" 44
"1954" "ULR2-R16-M-2-8" 71 3 0.201935957138567 2 69 0 "ULR2-R16-M-2" "ULR2-R16" "M" 41
"1955" "ULR2-R16-M-2-9" 65 5 0.373664683827238 3 62 1.09861228866811 "ULR2-R16-M-2" "ULR2-R16" "M" 44
"1956" "ULR2-R16-M-3-1" 75 5 0.936368901927897 25 50 0.899564200899253 "ULR2-R16-M-3" "ULR2-R16" "M" 41
"1957" "ULR2-R16-M-3-10" 42 4 1.05472091690681 33 9 0.68108864444256 "ULR2-R16-M-3" "ULR2-R16" "M" 43
"1958" "ULR2-R16-M-3-11" 37 5 0.834290609720005 8 29 0.900256051268537 "ULR2-R16-M-3" "ULR2-R16" "M" 43
"1959" "ULR2-R16-M-3-12" 38 5 1.06717513760351 15 23 0.729871209983116 "ULR2-R16-M-3" "ULR2-R16" "M" 44
"1960" "ULR2-R16-M-3-13" 56 4 1.2001301055193 35 21 0.673011667009257 "ULR2-R16-M-3" "ULR2-R16" "M" 42
"1961" "ULR2-R16-M-3-14" 58 3 0.834114288216321 21 37 0 "ULR2-R16-M-3" "ULR2-R16" "M" 43
"1962" "ULR2-R16-M-3-15" 45 4 0.993933801952918 17 28 0.876091893063429 "ULR2-R16-M-3" "ULR2-R16" "M" 43
"1963" "ULR2-R16-M-3-16" 40 4 1.01656812747987 17 23 0.545594573969184 "ULR2-R16-M-3" "ULR2-R16" "M" 43
"1964" "ULR2-R16-M-3-17" 43 6 1.1481999657636 19 24 0.826405322291812 "ULR2-R16-M-3" "ULR2-R16" "M" 43
"1965" "ULR2-R16-M-3-18" 40 3 0.997271523182384 30 10 0.579915171418101 "ULR2-R16-M-3" "ULR2-R16" "M" 44
"1966" "ULR2-R16-M-3-19" 50 3 0.778997749297193 18 32 0.348832095843032 "ULR2-R16-M-3" "ULR2-R16" "M" 45
"1967" "ULR2-R16-M-3-2" 34 3 1.0388552193685 17 17 0.691416077617118 "ULR2-R16-M-3" "ULR2-R16" "M" 37
"1968" "ULR2-R16-M-3-20" 32 3 0.65619279201862 7 25 0.598269588585257 "ULR2-R16-M-3" "ULR2-R16" "M" 45
"1969" "ULR2-R16-M-3-21" 78 5 1.16761926167553 35 43 1.06913717302446 "ULR2-R16-M-3" "ULR2-R16" "M" 45
"1970" "ULR2-R16-M-3-22" 76 5 1.02003137694105 38 38 0.653768392762202 "ULR2-R16-M-3" "ULR2-R16" "M" 46
"1971" "ULR2-R16-M-3-23" 25 2 0.685929800252373 11 14 0 "ULR2-R16-M-3" "ULR2-R16" "M" 46
"1972" "ULR2-R16-M-3-24" 37 4 0.732739713182288 7 30 0.682908104700472 "ULR2-R16-M-3" "ULR2-R16" "M" 40
"1973" "ULR2-R16-M-3-25" 76 4 0.571506870940914 14 62 0.509137344082687 "ULR2-R16-M-3" "ULR2-R16" "M" 47
"1974" "ULR2-R16-M-3-3" 55 4 1.06456975230713 12 43 0.636514168294813 "ULR2-R16-M-3" "ULR2-R16" "M" 37
"1975" "ULR2-R16-M-3-4" 30 5 1.36996646760693 18 12 0.786701237916914 "ULR2-R16-M-3" "ULR2-R16" "M" 38
"1976" "ULR2-R16-M-3-5" 56 5 1.17993488361862 22 34 0.836774226381862 "ULR2-R16-M-3" "ULR2-R16" "M" 41
"1977" "ULR2-R16-M-3-6" 70 4 1.11036155403192 20 50 0.693147180559945 "ULR2-R16-M-3" "ULR2-R16" "M" 43
"1978" "ULR2-R16-M-3-7" 43 4 0.953885345872098 17 26 0.465999256961043 "ULR2-R16-M-3" "ULR2-R16" "M" 46
"1979" "ULR2-R16-M-3-8" 11 2 0.655481773901393 4 7 0 "ULR2-R16-M-3" "ULR2-R16" "M" 43
"1980" "ULR2-R16-M-3-9" 15 3 0.882310924515076 7 8 0.410116318288409 "ULR2-R16-M-3" "ULR2-R16" "M" 45
"1981" "ULR2-R16-M-4-1" 100 4 0.504818986451237 13 87 0.911017539712563 "ULR2-R16-M-4" "ULR2-R16" "M" 38
"1982" "ULR2-R16-M-4-10" 16 4 1.16269983349757 9 7 0.848685557726417 "ULR2-R16-M-4" "ULR2-R16" "M" 42
"1983" "ULR2-R16-M-4-11" 297 7 0.170601157029189 7 290 1.5498260458782 "ULR2-R16-M-4" "ULR2-R16" "M" 41
"1984" "ULR2-R16-M-4-12" 203 6 0.466794914246742 14 189 0.991138896613094 "ULR2-R16-M-4" "ULR2-R16" "M" 39
"1985" "ULR2-R16-M-4-13" 19 3 0.708018976056273 1 18 0 "ULR2-R16-M-4" "ULR2-R16" "M" 43
"1986" "ULR2-R16-M-4-14" 33 5 1.12626066020614 6 27 1.01140426470735 "ULR2-R16-M-4" "ULR2-R16" "M" 40
"1987" "ULR2-R16-M-4-15" 32 6 1.29363074256248 12 20 1.14370838942625 "ULR2-R16-M-4" "ULR2-R16" "M" 42
"1988" "ULR2-R16-M-4-16" 167 4 0.219213955975699 7 160 1.07899220787758 "ULR2-R16-M-4" "ULR2-R16" "M" 47
"1989" "ULR2-R16-M-4-17" 32 3 0.65619279201862 5 27 0 "ULR2-R16-M-4" "ULR2-R16" "M" 41
"1990" "ULR2-R16-M-4-18" 23 4 0.730166889488485 5 18 0.950270539233235 "ULR2-R16-M-4" "ULR2-R16" "M" 43
"1991" "ULR2-R16-M-4-19" 13 4 0.793730055158425 3 10 1.09861228866811 "ULR2-R16-M-4" "ULR2-R16" "M" 46
"1992" "ULR2-R16-M-4-2" 79 4 0.426520186892119 8 71 0.974314752869349 "ULR2-R16-M-4" "ULR2-R16" "M" 29
"1993" "ULR2-R16-M-4-20" 30 4 0.67391506923448 6 24 0.867563228481461 "ULR2-R16-M-4" "ULR2-R16" "M" 45
"1994" "ULR2-R16-M-4-21" 21 3 0.955699891112534 9 12 0.636514168294813 "ULR2-R16-M-4" "ULR2-R16" "M" 42
"1995" "ULR2-R16-M-4-22" 37 3 0.813397470317269 6 31 0 "ULR2-R16-M-4" "ULR2-R16" "M" 45
"1996" "ULR2-R16-M-4-23" 16 6 1.50927342377754 6 10 1.242453324894 "ULR2-R16-M-4" "ULR2-R16" "M" 43
"1997" "ULR2-R16-M-4-24" 20 4 0.708346577706171 3 17 0.636514168294813 "ULR2-R16-M-4" "ULR2-R16" "M" 42
"1998" "ULR2-R16-M-4-25" 14 3 0.75893677276206 4 10 0.562335144618808 "ULR2-R16-M-4" "ULR2-R16" "M" 48
"1999" "ULR2-R16-M-4-3" 54 4 0.871290512435038 15 39 1.00961375817404 "ULR2-R16-M-4" "ULR2-R16" "M" 41
"2000" "ULR2-R16-M-4-4" 93 4 0.443492869661581 8 85 0.562335144618808 "ULR2-R16-M-4" "ULR2-R16" "M" 37
"2001" "ULR2-R16-M-4-5" 54 4 0.597504857196827 9 45 0.348832095843032 "ULR2-R16-M-4" "ULR2-R16" "M" 42
"2002" "ULR2-R16-M-4-6" 145 2 0.0727814907772183 2 143 0 "ULR2-R16-M-4" "ULR2-R16" "M" 39
"2003" "ULR2-R16-M-4-7" 126 4 0.44115179075825 13 113 1.05790542470367 "ULR2-R16-M-4" "ULR2-R16" "M" 42
"2004" "ULR2-R16-M-4-8" 54 5 0.732158003107757 8 46 1.08219553003877 "ULR2-R16-M-4" "ULR2-R16" "M" 44
"2005" "ULR2-R16-M-4-9" 81 3 0.628300556814432 4 77 0 "ULR2-R16-M-4" "ULR2-R16" "M" 37
"2006" "ULR2-R16-M-5-1" 20 3 0.823719731511831 12 8 0 "ULR2-R16-M-5" "ULR2-R16" "M" 34
"2007" "ULR2-R16-M-5-10" 56 3 0.740066190975166 16 40 0 "ULR2-R16-M-5" "ULR2-R16" "M" 33
"2008" "ULR2-R16-M-5-11" 44 3 0.688917086263775 4 40 0 "ULR2-R16-M-5" "ULR2-R16" "M" 37
"2009" "ULR2-R16-M-5-12" 22 3 1.08436295086825 9 13 0 "ULR2-R16-M-5" "ULR2-R16" "M" 37
"2010" "ULR2-R16-M-5-13" 32 3 0.872438917390035 20 12 0 "ULR2-R16-M-5" "ULR2-R16" "M" 40
"2011" "ULR2-R16-M-5-14" 27 4 0.991724994510687 4 23 0.562335144618808 "ULR2-R16-M-5" "ULR2-R16" "M" 34
"2012" "ULR2-R16-M-5-15" 97 3 0.665239520678194 22 75 0 "ULR2-R16-M-5" "ULR2-R16" "M" 29
"2013" "ULR2-R16-M-5-16" 43 4 0.656138978941547 8 35 0.376770161256437 "ULR2-R16-M-5" "ULR2-R16" "M" 32
"2014" "ULR2-R16-M-5-17" 15 3 0.891867395317251 7 8 0 "ULR2-R16-M-5" "ULR2-R16" "M" 33
"2015" "ULR2-R16-M-5-18" 20 3 0.687435750503355 4 16 0 "ULR2-R16-M-5" "ULR2-R16" "M" 31
"2016" "ULR2-R16-M-5-19" 52 4 0.643747769112032 44 8 0.184907399167776 "ULR2-R16-M-5" "ULR2-R16" "M" 35
"2017" "ULR2-R16-M-5-2" 40 3 0.94713734991984 24 16 0 "ULR2-R16-M-5" "ULR2-R16" "M" 32
"2018" "ULR2-R16-M-5-20" 57 4 0.666540257364195 46 11 0.104732439105087 "ULR2-R16-M-5" "ULR2-R16" "M" 32
"2019" "ULR2-R16-M-5-21" 40 4 1.07262555543367 11 29 0.304636097349238 "ULR2-R16-M-5" "ULR2-R16" "M" 32
"2020" "ULR2-R16-M-5-22" 38 4 1.04473058116646 7 31 0.410116318288409 "ULR2-R16-M-5" "ULR2-R16" "M" 33
"2021" "ULR2-R16-M-5-23" 53 3 0.726462678097774 18 35 0 "ULR2-R16-M-5" "ULR2-R16" "M" 29
"2022" "ULR2-R16-M-5-24" 62 5 1.12560175057315 27 35 0.315396287422662 "ULR2-R16-M-5" "ULR2-R16" "M" 30
"2023" "ULR2-R16-M-5-25" 38 3 0.978049948980536 6 32 0 "ULR2-R16-M-5" "ULR2-R16" "M" 32
"2024" "ULR2-R16-M-5-3" 34 2 0.649248354870898 22 12 0 "ULR2-R16-M-5" "ULR2-R16" "M" 33
"2025" "ULR2-R16-M-5-4" 43 3 0.646562910588174 33 10 0.135793958751594 "ULR2-R16-M-5" "ULR2-R16" "M" 27
"2026" "ULR2-R16-M-5-5" 42 3 0.840829423606082 23 19 0 "ULR2-R16-M-5" "ULR2-R16" "M" 36
"2027" "ULR2-R16-M-5-6" 27 4 1.05316567282003 4 23 0.562335144618808 "ULR2-R16-M-5" "ULR2-R16" "M" 39
"2028" "ULR2-R16-M-5-7" 47 3 1.06434819299714 15 32 0 "ULR2-R16-M-5" "ULR2-R16" "M" 35
"2029" "ULR2-R16-M-5-8" 41 3 1.02852717916772 11 30 0 "ULR2-R16-M-5" "ULR2-R16" "M" 33
"2030" "ULR2-R16-M-5-9" 27 4 1.1550407893321 11 16 0.474139313057837 "ULR2-R16-M-5" "ULR2-R16" "M" 35
"2031" "ULR3-D16-ULR-1-1" 45 3 0.775190573639933 1 44 0 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 16.2
"2032" "ULR3-D16-ULR-1-11" 34 3 0.805006218592862 1 33 0 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 15.9
"2033" "ULR3-D16-ULR-1-13" 18 4 1.22357565413896 5 13 0.673011667009257 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 17.3
"2034" "ULR3-D16-ULR-1-15" 10 3 0.89794572485678 1 9 0 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 15.7
"2035" "ULR3-D16-ULR-1-17" 10 2 0.500402423538188 2 8 0 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 12.3
"2036" "ULR3-D16-ULR-1-19" 21 4 1.08987112227109 3 18 0.636514168294813 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 15.4
"2037" "ULR3-D16-ULR-1-21" 22 4 0.997783277909183 2 20 0.693147180559945 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 13.5
"2038" "ULR3-D16-ULR-1-23" 17 3 1.02839416671437 3 14 0 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 6.5
"2039" "ULR3-D16-ULR-1-25" 7 4 1.27703425946614 5 2 0.950270539233235 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 14.3
"2040" "ULR3-D16-ULR-1-3" 22 4 0.929577688715925 3 19 0.636514168294813 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 14.2
"2041" "ULR3-D16-ULR-1-5" 23 3 0.739321330224592 1 22 0 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 18.6
"2042" "ULR3-D16-ULR-1-7" 25 3 0.943748952305935 3 22 0 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 10.8
"2043" "ULR3-D16-ULR-1-9" 12 4 1.2366848691405 3 9 0.636514168294813 "ULR3-D16-ULR-1" "ULR3-D16" "ULR" 12.3
"2044" "ULR3-D16-ULR-2-1" 18 4 0.977925226621021 6 12 0.450561208866305 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 9.7
"2045" "ULR3-D16-ULR-2-11" 28 5 1.14368210070277 5 23 0.950270539233235 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 14.5
"2046" "ULR3-D16-ULR-2-13" 27 3 0.522171840500247 4 23 0.693147180559945 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 13.9
"2047" "ULR3-D16-ULR-2-15" 38 4 0.934071160199996 14 24 0.257318640543832 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 6.6
"2048" "ULR3-D16-ULR-2-17" 23 3 1.05384371021094 6 17 0 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 13
"2049" "ULR3-D16-ULR-2-19" 28 4 1.2213986577868 9 19 0.529706199057654 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 7.9
"2050" "ULR3-D16-ULR-2-21" 12 4 1.19884931291362 3 9 0.636514168294813 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 14.2
"2051" "ULR3-D16-ULR-2-23" 38 4 0.99087169380017 14 24 0.257318640543832 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 10.2
"2052" "ULR3-D16-ULR-2-25" 58 3 1.03333206594915 24 34 0 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 10.9
"2053" "ULR3-D16-ULR-2-3" 11 4 0.885574151576672 10 1 0.639031859650177 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 13
"2054" "ULR3-D16-ULR-2-5" 11 3 0.859967281035505 1 10 0 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 13.4
"2055" "ULR3-D16-ULR-2-7" 37 4 0.971036322355864 12 25 0.286835983056161 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 12.6
"2056" "ULR3-D16-ULR-2-9" 18 3 0.867563228481461 3 15 0 "ULR3-D16-ULR-2" "ULR3-D16" "ULR" 12.6
"2057" "ULR3-D16-ULR-3-1" 35 4 1.05529162345427 23 12 0.295439191872116 "ULR3-D16-ULR-3" "ULR3-D16" "ULR" 8.9
"2058" "ULR3-D16-ULR-3-11" 20 3 1.03972077083992 5 15 0 "ULR3-D16-ULR-3" "ULR3-D16" "ULR" 4.2
"2059" "ULR3-D16-ULR-3-13" 36 4 1.04717455384228 31 5 0.667431707658747 "ULR3-D16-ULR-3" "ULR3-D16" "ULR" 9.9
"2060" "ULR3-D16-ULR-3-15" 37 4 1.06519157294104 29 8 0.58900260496473 "ULR3-D16-ULR-3" "ULR3-D16" "ULR" 13.1
"2061" "ULR3-D16-ULR-3-17" 24 4 0.623848004006291 22 2 0.367649477400142 "ULR3-D16-ULR-3" "ULR3-D16" "ULR" 13.2
"2062" "ULR3-D16-ULR-3-19" 32 4 1.22017212704128 24 8 0.689670928357027 "ULR3-D16-ULR-3" "ULR3-D16" "ULR" 12.4
